vaccine,country,year,coverage,coverage_subnat,age_first,age_last,mid_day
MCV1,BGR,1987,0.99,,,,
MCV1,BGR,1988,0.99,,,,
MCV1,BGR,1989,0.99,,,,
MCV1,BGR,1990,0.99,,,,
MCV1,BGR,1991,0.98,,,,
MCV1,BGR,1992,0.92,,,,
MCV1,BGR,1993,0.88,,,,
MCV1,BGR,1994,0.93,,,,
MCV1,BGR,1995,0.94,,,,
MCV1,BGR,1996,0.95,,,,
MCV1,BGR,1997,0.93,,,,
MCV1,BGR,1998,0.95,,,,
MCV1,BGR,1999,0.96,,,,
MCV1,BGR,2000,0.89,,,,
MCV1,BGR,2001,0.9,,,,
MCV1,BGR,2002,0.92,,,,
MCV1,BGR,2003,0.96,,,,
MCV1,BGR,2004,0.95,,,,
MCV1,BGR,2005,0.96,,,,
MCV1,BGR,2006,0.96,,,,
MCV1,BGR,2007,0.96,,,,
MCV1,BGR,2008,0.96,,,,
MCV1,BGR,2009,0.96,,,,
MCV1,BGR,2010,0.97,,,,
MCV1,BGR,2011,0.95,,,,
MCV1,BGR,2012,0.94,,,,
MCV1,BGR,2013,0.95,,,,
MCV1,BGR,2014,0.93,,,,
MCV1,BGR,2015,0.92,,,,
MCV1,BGR,2016,0.92,,,,
MCV1,BGR,2017,0.94,,,,
MCV1,BGR,2018,0.93,,,,
MCV1,BGR,2019,0.95,,,,
MCV1,BGR,2020,0.88,,,,
MCV1,BGR,2021,0.89,,,,
MCV1,BGR,2022,0.912,,,,
MCV1,BGR,2023,0.912,,,,
MCV1,BGR,2024,0.912,,,,
MCV1,BHR,1974,0.45,,,,
MCV1,BHR,1975,0.45,,,,
MCV1,BHR,1976,0.45,,,,
MCV1,BHR,1977,0.45,,,,
MCV1,BHR,1978,0.45,,,,
MCV1,BHR,1979,0.45,,,,
MCV1,BHR,1980,0.45,,,,
MCV1,BHR,1981,0.5,,,,
MCV1,BHR,1982,0.54,,,,
MCV1,BHR,1983,0.59,,,,
MCV1,BHR,1984,0.65,,,,
MCV1,BHR,1985,0.78,,,,
MCV1,BHR,1986,0.78,,,,
MCV1,BHR,1987,0.78,,,,
MCV1,BHR,1988,0.78,,,,
MCV1,BHR,1989,0.85,,,,
MCV1,BHR,1990,0.87,,,,
MCV1,BHR,1991,0.88,,,,
MCV1,BHR,1992,0.87,,,,
MCV1,BHR,1993,0.9,,,,
MCV1,BHR,1994,0.93,,,,
MCV1,BHR,1995,0.95,,,,
MCV1,BHR,1996,0.95,,,,
MCV1,BHR,1997,0.94,,,,
MCV1,BHR,1998,0.99,,,,
MCV1,BHR,1999,0.94,,,,
MCV1,BHR,2000,0.98,,,,
MCV1,BHR,2001,0.98,,,,
MCV1,BHR,2002,0.99,,,,
MCV1,BHR,2003,0.99,,,,
MCV1,BHR,2004,0.99,,,,
MCV1,BHR,2005,0.99,,,,
MCV1,BHR,2006,0.99,,,,
MCV1,BHR,2007,0.99,,,,
MCV1,BHR,2008,0.99,,,,
MCV1,BHR,2009,0.99,,,,
MCV1,BHR,2010,0.99,,,,
MCV1,BHR,2011,0.99,,,,
MCV1,BHR,2012,0.99,,,,
MCV1,BHR,2013,0.99,,,,
MCV1,BHR,2014,0.99,,,,
MCV1,BHR,2015,0.99,,,,
MCV1,BHR,2016,0.99,,,,
MCV1,BHR,2017,0.99,,,,
MCV1,BHR,2018,0.99,,,,
MCV1,BHR,2019,0.99,,,,
MCV1,BHR,2020,0.99,,,,
MCV1,BHR,2021,0.99,,,,
MCV1,BHR,2022,0.99,,,,
MCV1,BHR,2023,0.99,,,,
MCV1,BHR,2024,0.99,,,,
MCV1,BHS,1982,0.65,,,,
MCV1,BHS,1983,0.66,,,,
MCV1,BHS,1984,0.63,,,,
MCV1,BHS,1985,0.79,,,,
MCV1,BHS,1986,0.85,,,,
MCV1,BHS,1987,0.87,,,,
MCV1,BHS,1988,0.78,,,,
MCV1,BHS,1989,0.87,,,,
MCV1,BHS,1990,0.86,,,,
MCV1,BHS,1991,0.93,,,,
MCV1,BHS,1992,0.94,,,,
MCV1,BHS,1993,0.88,,,,
MCV1,BHS,1994,0.88,,,,
MCV1,BHS,1995,0.9,,,,
MCV1,BHS,1996,0.92,,,,
MCV1,BHS,1997,0.93,,,,
MCV1,BHS,1998,0.92,,,,
MCV1,BHS,1999,0.86,,,,
MCV1,BHS,2000,0.93,,,,
MCV1,BHS,2001,0.94,,,,
MCV1,BHS,2002,0.94,,,,
MCV1,BHS,2003,0.9,,,,
MCV1,BHS,2004,0.89,,,,
MCV1,BHS,2005,0.85,,,,
MCV1,BHS,2006,0.88,,,,
MCV1,BHS,2007,0.96,,,,
MCV1,BHS,2008,0.9,,,,
MCV1,BHS,2009,0.98,,,,
MCV1,BHS,2010,0.94,,,,
MCV1,BHS,2011,0.9,,,,
MCV1,BHS,2012,0.91,,,,
MCV1,BHS,2013,0.92,,,,
MCV1,BHS,2014,0.92,,,,
MCV1,BHS,2015,0.94,,,,
MCV1,BHS,2016,0.89,,,,
MCV1,BHS,2017,0.9,,,,
MCV1,BHS,2018,0.89,,,,
MCV1,BHS,2019,0.83,,,,
MCV1,BHS,2020,0.87,,,,
MCV1,BHS,2021,0.82,,,,
MCV1,BHS,2022,0.8043,,,,
MCV1,BHS,2023,0.8043,,,,
MCV1,BHS,2024,0.8043,,,,
MCV1,BIH,1991,0.95,,,,
MCV1,BIH,1992,0.52,,,,
MCV1,BIH,1993,0.48,,,,
MCV1,BIH,1994,0.57,,,,
MCV1,BIH,1995,0.53,,,,
MCV1,BIH,1996,0.7,,,,
MCV1,BIH,1997,0.86,,,,
MCV1,BIH,1998,0.84,,,,
MCV1,BIH,1999,0.83,,,,
MCV1,BIH,2000,0.8,,,,
MCV1,BIH,2001,0.92,,,,
MCV1,BIH,2002,0.89,,,,
MCV1,BIH,2003,0.84,,,,
MCV1,BIH,2004,0.88,,,,
MCV1,BIH,2005,0.9,,,,
MCV1,BIH,2006,0.85,,,,
MCV1,BIH,2007,0.96,,,,
MCV1,BIH,2008,0.84,,,,
MCV1,BIH,2009,0.93,,,,
MCV1,BIH,2010,0.91,,,,
MCV1,BIH,2011,0.89,,,,
MCV1,BIH,2012,0.94,,,,
MCV1,BIH,2013,0.92,,,,
MCV1,BIH,2014,0.89,,,,
MCV1,BIH,2015,0.83,,,,
MCV1,BIH,2016,0.68,,,,
MCV1,BIH,2017,0.69,,,,
MCV1,BIH,2018,0.68,,,,
MCV1,BIH,2019,0.68,,,,
MCV1,BIH,2020,0.68,,,,
MCV1,BIH,2021,0.68,,,,
MCV1,BIH,2022,0.68,,,,
MCV1,BIH,2023,0.68,,,,
MCV1,BIH,2024,0.68,,,,
MCV1,BLR,1981,0.55,,,,
MCV1,BLR,1982,0.56,,,,
MCV1,BLR,1983,0.57,,,,
MCV1,BLR,1984,0.55,,,,
MCV1,BLR,1985,0.56,,,,
MCV1,BLR,1986,0.57,,,,
MCV1,BLR,1987,0.61,,,,
MCV1,BLR,1988,0.96,,,,
MCV1,BLR,1989,0.97,,,,
MCV1,BLR,1990,0.96,,,,
MCV1,BLR,1991,0.9495,,,,
MCV1,BLR,1992,0.94,,,,
MCV1,BLR,1993,0.96,,,,
MCV1,BLR,1994,0.97,,,,
MCV1,BLR,1995,0.93,,,,
MCV1,BLR,1996,0.96,,,,
MCV1,BLR,1997,0.97,,,,
MCV1,BLR,1998,0.98,,,,
MCV1,BLR,1999,0.98,,,,
MCV1,BLR,2000,0.98,,,,
MCV1,BLR,2001,0.99,,,,
MCV1,BLR,2002,0.99,,,,
MCV1,BLR,2003,0.99,,,,
MCV1,BLR,2004,0.99,,,,
MCV1,BLR,2005,0.99,,,,
MCV1,BLR,2006,0.97,,,,
MCV1,BLR,2007,0.99,,,,
MCV1,BLR,2008,0.99,,,,
MCV1,BLR,2009,0.99,,,,
MCV1,BLR,2010,0.99,,,,
MCV1,BLR,2011,0.99,,,,
MCV1,BLR,2012,0.98,,,,
MCV1,BLR,2013,0.99,,,,
MCV1,BLR,2014,0.99,,,,
MCV1,BLR,2015,0.99,,,,
MCV1,BLR,2016,0.98,,,,
MCV1,BLR,2017,0.97,,,,
MCV1,BLR,2018,0.97,,,,
MCV1,BLR,2019,0.971,,,,
MCV1,BLR,2020,0.972,,,,
MCV1,BLR,2021,0.9729,,,,
MCV1,BLR,2022,0.9738,,,,
MCV1,BLR,2023,0.9747,,,,
MCV1,BLR,2024,0.9755,,,,
MCV1,BLZ,1975,0.035,,,,
MCV1,BLZ,1976,0.07,,,,
MCV1,BLZ,1977,0.105,,,,
MCV1,BLZ,1978,0.14,,,,
MCV1,BLZ,1979,0.175,,,,
MCV1,BLZ,1980,0.21,,,,
MCV1,BLZ,1981,0.4,,,,
MCV1,BLZ,1982,0.51,,,,
MCV1,BLZ,1983,0.43,,,,
MCV1,BLZ,1984,0.43,,,,
MCV1,BLZ,1985,0.49,,,,
MCV1,BLZ,1986,0.85,,,,
MCV1,BLZ,1987,0.53,,,,
MCV1,BLZ,1988,0.59,,,,
MCV1,BLZ,1989,0.71,,,,
MCV1,BLZ,1990,0.86,,,,
MCV1,BLZ,1991,0.76,,,,
MCV1,BLZ,1992,0.69,,,,
MCV1,BLZ,1993,0.8,,,,
MCV1,BLZ,1994,0.82,,,,
MCV1,BLZ,1995,0.83,,,,
MCV1,BLZ,1996,0.81,,,,
MCV1,BLZ,1997,0.85,,,,
MCV1,BLZ,1998,0.84,,,,
MCV1,BLZ,1999,0.82,,,,
MCV1,BLZ,2000,0.96,,,,
MCV1,BLZ,2001,0.94,,,,
MCV1,BLZ,2002,0.88,,,,
MCV1,BLZ,2003,0.96,,,,
MCV1,BLZ,2004,0.97,,,,
MCV1,BLZ,2005,0.95,,,,
MCV1,BLZ,2006,0.99,,,,
MCV1,BLZ,2007,0.96,,,,
MCV1,BLZ,2008,0.96,,,,
MCV1,BLZ,2009,0.97,,,,
MCV1,BLZ,2010,0.98,,,,
MCV1,BLZ,2011,0.98,,,,
MCV1,BLZ,2012,0.96,,,,
MCV1,BLZ,2013,0.99,,,,
MCV1,BLZ,2014,0.95,,,,
MCV1,BLZ,2015,0.96,,,,
MCV1,BLZ,2016,0.95,,,,
MCV1,BLZ,2017,0.9,,,,
MCV1,BLZ,2018,0.97,,,,
MCV1,BLZ,2019,0.97,,,,
MCV1,BLZ,2020,0.97,,,,
MCV1,BLZ,2021,0.97,,,,
MCV1,BLZ,2022,0.97,,,,
MCV1,BLZ,2023,0.97,,,,
MCV1,BLZ,2024,0.97,,,,
MCV1,BOL,1975,0.0216666666666667,,,,
MCV1,BOL,1976,0.0433333333333333,,,,
MCV1,BOL,1977,0.065,,,,
MCV1,BOL,1978,0.0866666666666667,,,,
MCV1,BOL,1979,0.108333333333333,,,,
MCV1,BOL,1980,0.13,,,,
MCV1,BOL,1981,0.17,,,,
MCV1,BOL,1982,0.15,,,,
MCV1,BOL,1983,0.13,,,,
MCV1,BOL,1984,0.2,,,,
MCV1,BOL,1985,0.21,,,,
MCV1,BOL,1986,0.55,,,,
MCV1,BOL,1987,0.57,,,,
MCV1,BOL,1988,0.58,,,,
MCV1,BOL,1989,0.59,,,,
MCV1,BOL,1990,0.53,,,,
MCV1,BOL,1991,0.54,,,,
MCV1,BOL,1992,0.57,,,,
MCV1,BOL,1993,0.57,,,,
MCV1,BOL,1994,0.64,,,,
MCV1,BOL,1995,0.58,,,,
MCV1,BOL,1996,0.61,,,,
MCV1,BOL,1997,0.51,,,,
MCV1,BOL,1998,0.65,,,,
MCV1,BOL,1999,0.79,,,,
MCV1,BOL,2000,0.84,,,,
MCV1,BOL,2001,0.88,,,,
MCV1,BOL,2002,0.91,,,,
MCV1,BOL,2003,0.96,,,,
MCV1,BOL,2004,0.9,,,,
MCV1,BOL,2005,0.89,,,,
MCV1,BOL,2006,0.88,,,,
MCV1,BOL,2007,0.86,,,,
MCV1,BOL,2008,0.92,,,,
MCV1,BOL,2009,0.93,,,,
MCV1,BOL,2010,0.88,,,,
MCV1,BOL,2011,0.96,,,,
MCV1,BOL,2012,0.92,,,,
MCV1,BOL,2013,0.87,,,,
MCV1,BOL,2014,0.89,,,,
MCV1,BOL,2015,0.95,,,,
MCV1,BOL,2016,0.94,,,,
MCV1,BOL,2017,0.83,,,,
MCV1,BOL,2018,0.89,,,,
MCV1,BOL,2019,0.8926,,,,
MCV1,BOL,2020,0.8952,,,,
MCV1,BOL,2021,0.8977,,,,
MCV1,BOL,2022,0.9001,,,,
MCV1,BOL,2023,0.9025,,,,
MCV1,BOL,2024,0.9048,,,,
MCV1,BRA,1975,0.095,,,,
MCV1,BRA,1976,0.19,,,,
MCV1,BRA,1977,0.285,,,,
MCV1,BRA,1978,0.38,,,,
MCV1,BRA,1979,0.475,,,,
MCV1,BRA,1980,0.57,,,,
MCV1,BRA,1981,0.73,,,,
MCV1,BRA,1982,0.66,,,,
MCV1,BRA,1983,0.68,,,,
MCV1,BRA,1984,0.73,,,,
MCV1,BRA,1985,0.67,,,,
MCV1,BRA,1986,0.67,,,,
MCV1,BRA,1987,0.64,,,,
MCV1,BRA,1988,0.62,,,,
MCV1,BRA,1989,0.6,,,,
MCV1,BRA,1990,0.78,,,,
MCV1,BRA,1991,0.85,,,,
MCV1,BRA,1992,0.91,,,,
MCV1,BRA,1993,0.85,,,,
MCV1,BRA,1994,0.77,,,,
MCV1,BRA,1995,0.87,,,,
MCV1,BRA,1996,0.8,,,,
MCV1,BRA,1997,0.99,,,,
MCV1,BRA,1998,0.95,,,,
MCV1,BRA,1999,0.99,,,,
MCV1,BRA,2000,0.99,,,,
MCV1,BRA,2001,0.99,,,,
MCV1,BRA,2002,0.96,,,,
MCV1,BRA,2003,0.97,,,,
MCV1,BRA,2004,0.97,,,,
MCV1,BRA,2005,0.98,,,,
MCV1,BRA,2006,0.99,,,,
MCV1,BRA,2007,0.99,,,,
MCV1,BRA,2008,0.99,,,,
MCV1,BRA,2009,0.99,,,,
MCV1,BRA,2010,0.99,,,,
MCV1,BRA,2011,0.99,,,,
MCV1,BRA,2012,0.99,,,,
MCV1,BRA,2013,0.98,,,,
MCV1,BRA,2014,0.97,,,,
MCV1,BRA,2015,0.96,,,,
MCV1,BRA,2016,0.95,,,,
MCV1,BRA,2017,0.91,,,,
MCV1,BRA,2018,0.92,,,,
MCV1,BRA,2019,0.91,,,,
MCV1,BRA,2020,0.79,,,,
MCV1,BRA,2021,0.73,,,,
MCV1,BRA,2022,0.8066,,,,
MCV1,BRA,2023,0.8066,,,,
MCV1,BRA,2024,0.8066,,,,
MCV1,BRB,1975,0.0683333333333334,,,,
MCV1,BRB,1976,0.136666666666667,,,,
MCV1,BRB,1977,0.205,,,,
MCV1,BRB,1978,0.273333333333333,,,,
MCV1,BRB,1979,0.341666666666667,,,,
MCV1,BRB,1980,0.41,,,,
MCV1,BRB,1981,0.47,,,,
MCV1,BRB,1982,0.53,,,,
MCV1,BRB,1983,0.55,,,,
MCV1,BRB,1984,0.84,,,,
MCV1,BRB,1985,0.88,,,,
MCV1,BRB,1986,0.84,,,,
MCV1,BRB,1987,0.85,,,,
MCV1,BRB,1988,0.84,,,,
MCV1,BRB,1989,0.85,,,,
MCV1,BRB,1990,0.87,,,,
MCV1,BRB,1991,0.92,,,,
MCV1,BRB,1992,0.9,,,,
MCV1,BRB,1993,0.92,,,,
MCV1,BRB,1994,0.97,,,,
MCV1,BRB,1995,0.92,,,,
MCV1,BRB,1996,0.99,,,,
MCV1,BRB,1997,0.92,,,,
MCV1,BRB,1998,0.97,,,,
MCV1,BRB,1999,0.86,,,,
MCV1,BRB,2000,0.94,,,,
MCV1,BRB,2001,0.93,,,,
MCV1,BRB,2002,0.91,,,,
MCV1,BRB,2003,0.9,,,,
MCV1,BRB,2004,0.98,,,,
MCV1,BRB,2005,0.93,,,,
MCV1,BRB,2006,0.92,,,,
MCV1,BRB,2007,0.75,,,,
MCV1,BRB,2008,0.94,,,,
MCV1,BRB,2009,0.94,,,,
MCV1,BRB,2010,0.85,,,,
MCV1,BRB,2011,0.93,,,,
MCV1,BRB,2012,0.9,,,,
MCV1,BRB,2013,0.87,,,,
MCV1,BRB,2014,0.95,,,,
MCV1,BRB,2015,0.96,,,,
MCV1,BRB,2016,0.92,,,,
MCV1,BRB,2017,0.92,,,,
MCV1,BRB,2018,0.85,,,,
MCV1,BRB,2019,0.92,,,,
MCV1,BRB,2020,0.89,,,,
MCV1,BRB,2021,0.77,,,,
MCV1,BRB,2022,0.8506,,,,
MCV1,BRB,2023,0.8506,,,,
MCV1,BRB,2024,0.8506,,,,
MCV1,BRN,1974,0.73,,,,
MCV1,BRN,1975,0.73,,,,
MCV1,BRN,1976,0.73,,,,
MCV1,BRN,1977,0.73,,,,
MCV1,BRN,1978,0.73,,,,
MCV1,BRN,1979,0.73,,,,
MCV1,BRN,1980,0.73,,,,
MCV1,BRN,1981,0.8,,,,
MCV1,BRN,1982,0.88,,,,
MCV1,BRN,1983,0.94,,,,
MCV1,BRN,1984,0.9,,,,
MCV1,BRN,1985,0.98,,,,
MCV1,BRN,1986,0.99,,,,
MCV1,BRN,1987,0.99,,,,
MCV1,BRN,1988,0.99,,,,
MCV1,BRN,1989,0.99,,,,
MCV1,BRN,1990,0.99,,,,
MCV1,BRN,1991,0.96,,,,
MCV1,BRN,1992,0.92,,,,
MCV1,BRN,1993,0.99,,,,
MCV1,BRN,1994,0.99,,,,
MCV1,BRN,1995,0.99,,,,
MCV1,BRN,1996,0.99,,,,
MCV1,BRN,1997,0.98,,,,
MCV1,BRN,1998,0.99,,,,
MCV1,BRN,1999,0.94,,,,
MCV1,BRN,2000,0.99,,,,
MCV1,BRN,2001,0.99,,,,
MCV1,BRN,2002,0.99,,,,
MCV1,BRN,2003,0.98,,,,
MCV1,BRN,2004,0.99,,,,
MCV1,BRN,2005,0.98,,,,
MCV1,BRN,2006,0.97,,,,
MCV1,BRN,2007,0.97,,,,
MCV1,BRN,2008,0.99,,,,
MCV1,BRN,2009,0.99,,,,
MCV1,BRN,2010,0.94,,,,
MCV1,BRN,2011,0.91,,,,
MCV1,BRN,2012,0.95,,,,
MCV1,BRN,2013,0.96,,,,
MCV1,BRN,2014,0.97,,,,
MCV1,BRN,2015,0.96,,,,
MCV1,BRN,2016,0.98,,,,
MCV1,BRN,2017,0.97,,,,
MCV1,BRN,2018,0.99,,,,
MCV1,BRN,2019,0.97,,,,
MCV1,BRN,2020,0.99,,,,
MCV1,BRN,2021,0.99,,,,
MCV1,BRN,2022,0.9727,,,,
MCV1,BRN,2023,0.9727,,,,
MCV1,BRN,2024,0.9727,,,,
MCV1,BTN,1975,0.035,,,,
MCV1,BTN,1976,0.07,,,,
MCV1,BTN,1977,0.105,,,,
MCV1,BTN,1978,0.14,,,,
MCV1,BTN,1979,0.175,,,,
MCV1,BTN,1980,0.21,,,,
MCV1,BTN,1981,0.21,,,,
MCV1,BTN,1982,0.2,,,,
MCV1,BTN,1983,0.21,,,,
MCV1,BTN,1984,0.36,,,,
MCV1,BTN,1985,0.44,,,,
MCV1,BTN,1986,0.51,,,,
MCV1,BTN,1987,0.58,,,,
MCV1,BTN,1988,0.64,,,,
MCV1,BTN,1989,0.79,,,,
MCV1,BTN,1990,0.93,,,,
MCV1,BTN,1991,0.89,,,,
MCV1,BTN,1992,0.86,,,,
MCV1,BTN,1993,0.84,,,,
MCV1,BTN,1994,0.81,,,,
MCV1,BTN,1995,0.85,,,,
MCV1,BTN,1996,0.85,,,,
MCV1,BTN,1997,0.84,,,,
MCV1,BTN,1998,0.71,,,,
MCV1,BTN,1999,0.77,,,,
MCV1,BTN,2000,0.78,,,,
MCV1,BTN,2001,0.78,,,,
MCV1,BTN,2002,0.78,,,,
MCV1,BTN,2003,0.88,,,,
MCV1,BTN,2004,0.87,,,,
MCV1,BTN,2005,0.93,,,,
MCV1,BTN,2006,0.9,,,,
MCV1,BTN,2007,0.95,,,,
MCV1,BTN,2008,0.99,,,,
MCV1,BTN,2009,0.94,,,,
MCV1,BTN,2010,0.95,,,,
MCV1,BTN,2011,0.95,,,,
MCV1,BTN,2012,0.95,,,,
MCV1,BTN,2013,0.94,,,,
MCV1,BTN,2014,0.97,,,,
MCV1,BTN,2015,0.97,,,,
MCV1,BTN,2016,0.97,,,,
MCV1,BTN,2017,0.97,,,,
MCV1,BTN,2018,0.97,,,,
MCV1,BTN,2019,0.9712,,,,
MCV1,BTN,2020,0.9723,,,,
MCV1,BTN,2021,0.9734,,,,
MCV1,BTN,2022,0.9744,,,,
MCV1,BTN,2023,0.9754,,,,
MCV1,BTN,2024,0.9764,,,,
MCV1,BWA,1975,0.105,,,,
MCV1,BWA,1976,0.21,,,,
MCV1,BWA,1977,0.315,,,,
MCV1,BWA,1978,0.42,,,,
MCV1,BWA,1979,0.525,,,,
MCV1,BWA,1980,0.63,,,,
MCV1,BWA,1981,0.7,,,,
MCV1,BWA,1982,0.75,,,,
MCV1,BWA,1983,0.79,,,,
MCV1,BWA,1984,0.82,,,,
MCV1,BWA,1985,0.85,,,,
MCV1,BWA,1986,0.91,,,,
MCV1,BWA,1987,0.87,,,,
MCV1,BWA,1988,0.87,,,,
MCV1,BWA,1989,0.87,,,,
MCV1,BWA,1990,0.87,,,,
MCV1,BWA,1991,0.88,,,,
MCV1,BWA,1992,0.88,,,,
MCV1,BWA,1993,0.88,,,,
MCV1,BWA,1994,0.88,,,,
MCV1,BWA,1995,0.89,,,,
MCV1,BWA,1996,0.89,,,,
MCV1,BWA,1997,0.89,,,,
MCV1,BWA,1998,0.89,,,,
MCV1,BWA,1999,0.9,,,,
MCV1,BWA,2000,0.91,,,,
MCV1,BWA,2001,0.91,,,,
MCV1,BWA,2002,0.92,,,,
MCV1,BWA,2003,0.92,,,,
MCV1,BWA,2004,0.93,,,,
MCV1,BWA,2005,0.93,,,,
MCV1,BWA,2006,0.94,,,,
MCV1,BWA,2007,0.95,,,,
MCV1,BWA,2008,0.95,,,,
MCV1,BWA,2009,0.96,,,,
MCV1,BWA,2010,0.96,,,,
MCV1,BWA,2011,0.97,,,,
MCV1,BWA,2012,0.97,,,,
MCV1,BWA,2013,0.97,,,,
MCV1,BWA,2014,0.97,,,,
MCV1,BWA,2015,0.97,,,,
MCV1,BWA,2016,0.97,,,,
MCV1,BWA,2017,0.97,,,,
MCV1,BWA,2018,0.97,,,,
MCV1,BWA,2019,0.97,,,,
MCV1,BWA,2020,0.87,,,,
MCV1,BWA,2021,0.97,,,,
MCV1,BWA,2022,0.7001,,,,
MCV1,BWA,2023,0.7001,,,,
MCV1,BWA,2024,0.7001,,,,
MCV1,CAF,1975,0.02,,,,
MCV1,CAF,1976,0.04,,,,
MCV1,CAF,1977,0.0600000000000001,,,,
MCV1,CAF,1978,0.08,,,,
MCV1,CAF,1979,0.1,,,,
MCV1,CAF,1980,0.12,,,,
MCV1,CAF,1981,0.15,,,,
MCV1,CAF,1982,0.16,,,,
MCV1,CAF,1983,0.16,,,,
MCV1,CAF,1984,0.19,,,,
MCV1,CAF,1985,0.23,,,,
MCV1,CAF,1986,0.24,,,,
MCV1,CAF,1987,0.17,,,,
MCV1,CAF,1988,0.4,,,,
MCV1,CAF,1989,0.69,,,,
MCV1,CAF,1990,0.82,,,,
MCV1,CAF,1991,0.57,,,,
MCV1,CAF,1992,0.32,,,,
MCV1,CAF,1993,0.42,,,,
MCV1,CAF,1994,0.52,,,,
MCV1,CAF,1995,0.46,,,,
MCV1,CAF,1996,0.44,,,,
MCV1,CAF,1997,0.42,,,,
MCV1,CAF,1998,0.37,,,,
MCV1,CAF,1999,0.37,,,,
MCV1,CAF,2000,0.36,,,,
MCV1,CAF,2001,0.35,,,,
MCV1,CAF,2002,0.42,,,,
MCV1,CAF,2003,0.49,,,,
MCV1,CAF,2004,0.55,,,,
MCV1,CAF,2005,0.62,,,,
MCV1,CAF,2006,0.61,,,,
MCV1,CAF,2007,0.59,,,,
MCV1,CAF,2008,0.58,,,,
MCV1,CAF,2009,0.56,,,,
MCV1,CAF,2010,0.53,,,,
MCV1,CAF,2011,0.49,,,,
MCV1,CAF,2012,0.49,,,,
MCV1,CAF,2013,0.25,,,,
MCV1,CAF,2014,0.49,,,,
MCV1,CAF,2015,0.49,,,,
MCV1,CAF,2016,0.49,,,,
MCV1,CAF,2017,0.49,,,,
MCV1,CAF,2018,0.49,,,,
MCV1,CAF,2019,0.4976,,,,
MCV1,CAF,2020,0.5052,,,,
MCV1,CAF,2021,0.5128,,,,
MCV1,CAF,2022,0.5203,,,,
MCV1,CAF,2023,0.5279,,,,
MCV1,CAF,2024,0.5355,,,,
MCV1,CAN,1987,0.7,,,,
MCV1,CAN,1988,0.85,,,,
MCV1,CAN,1989,0.87,,,,
MCV1,CAN,1990,0.89,,,,
MCV1,CAN,1991,0.92,,,,
MCV1,CAN,1992,0.94,,,,
MCV1,CAN,1993,0.96,,,,
MCV1,CAN,1994,0.97,,,,
MCV1,CAN,1995,0.96,,,,
MCV1,CAN,1996,0.97,,,,
MCV1,CAN,1997,0.96,,,,
MCV1,CAN,1998,0.96,,,,
MCV1,CAN,1999,0.96,,,,
MCV1,CAN,2000,0.96,,,,
MCV1,CAN,2001,0.95,,,,
MCV1,CAN,2002,0.95,,,,
MCV1,CAN,2003,0.95,,,,
MCV1,CAN,2004,0.94,,,,
MCV1,CAN,2005,0.94,,,,
MCV1,CAN,2006,0.93,,,,
MCV1,CAN,2007,0.94,,,,
MCV1,CAN,2008,0.93,,,,
MCV1,CAN,2009,0.91,,,,
MCV1,CAN,2010,0.9,,,,
MCV1,CAN,2011,0.88,,,,
MCV1,CAN,2012,0.89,,,,
MCV1,CAN,2013,0.9,,,,
MCV1,CAN,2014,0.9,,,,
MCV1,CAN,2015,0.89,,,,
MCV1,CAN,2016,0.89,,,,
MCV1,CAN,2017,0.9,,,,
MCV1,CAN,2018,0.9,,,,
MCV1,CAN,2019,0.9,,,,
MCV1,CAN,2020,0.9,,,,
MCV1,CAN,2021,0.9,,,,
MCV1,CAN,2022,0.92,,,,
MCV1,CAN,2023,0.92,,,,
MCV1,CAN,2024,0.92,,,,
MCV1,CHE,1986,0.7,,,,
MCV1,CHE,1987,0.7,,,,
MCV1,CHE,1988,0.7,,,,
MCV1,CHE,1989,0.9,,,,
MCV1,CHE,1990,0.9,,,,
MCV1,CHE,1991,0.83,,,,
MCV1,CHE,1992,0.83,,,,
MCV1,CHE,1993,0.83,,,,
MCV1,CHE,1994,0.83,,,,
MCV1,CHE,1995,0.83,,,,
MCV1,CHE,1996,0.83,,,,
MCV1,CHE,1997,0.83,,,,
MCV1,CHE,1998,0.81,,,,
MCV1,CHE,1999,0.82,,,,
MCV1,CHE,2000,0.82,,,,
MCV1,CHE,2001,0.82,,,,
MCV1,CHE,2002,0.82,,,,
MCV1,CHE,2003,0.82,,,,
MCV1,CHE,2004,0.82,,,,
MCV1,CHE,2005,0.87,,,,
MCV1,CHE,2006,0.87,,,,
MCV1,CHE,2007,0.87,,,,
MCV1,CHE,2008,0.92,,,,
MCV1,CHE,2009,0.92,,,,
MCV1,CHE,2010,0.92,,,,
MCV1,CHE,2011,0.93,,,,
MCV1,CHE,2012,0.93,,,,
MCV1,CHE,2013,0.93,,,,
MCV1,CHE,2014,0.94,,,,
MCV1,CHE,2015,0.94,,,,
MCV1,CHE,2016,0.94,,,,
MCV1,CHE,2017,0.95,,,,
MCV1,CHE,2018,0.95,,,,
MCV1,CHE,2019,0.95,,,,
MCV1,CHE,2020,0.97,,,,
MCV1,CHE,2021,0.95,,,,
MCV1,CHE,2022,0.96,,,,
MCV1,CHE,2023,0.96,,,,
MCV1,CHE,2024,0.96,,,,
MCV1,CHL,1975,0.156666666666667,,,,
MCV1,CHL,1976,0.313333333333333,,,,
MCV1,CHL,1977,0.47,,,,
